salary_min_BGP,salary_max_BGP,joblocation,joblocation_num,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification
13636,20454,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Computer Software/Hardware,Software Engineer
6136,8181,Suzhou,Other First-tier city,Yes,College degree,Fresh graduate,low,Joint venture,150-500,Computer Software/Hardware,Internet Software Development Engineer
8181,10909,Nanjing,Other First-tier city,No,College degree,1 year,low,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
20454,27272,Hangzhou,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Medical/Biological Engineering,System architect
13636,27272,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Joint venture,1000-5000,Gaming,Software Engineer
20454,34090,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Service,Senior software engineer
10909,24545,Chengdu,Other First-tier city,No,College degree,3 years,medium,Private-owned,500-1000,Others,Manager
10909,24545,Chengdu,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,1000-5000,Finance,Internet Software Development Engineer
10909,16363,Suzhou,Other First-tier city,No,College degree,3 years,medium,Foreign(EU & US),50-150,Computer Software/Hardware,Software Engineer
13636,20454,Nanjing,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer services,Software Engineer
20454,34090,Wuxi,Second-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Finance,Software Engineer
19090,34090,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,E-commerce,Senior software engineer
12272,24545,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
16363,27272,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,E-commerce,Senior software engineer
10909,16363,Suzhou,Other First-tier city,No,College degree,1 year,medium,Foreign (except EU & US),150-500,Equipment,Java Developer
13636,20454,Wuxi,Second-tier city,No,Bachelor,2 years,medium,Foreign (except EU & US),50-150,Computer Software/Hardware,Senior software engineer
10909,17727,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Others,Internet Software Development Engineer
20454,27272,Hangzhou,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer services,Java Developer
13636,20454,Nanjing,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
10909,13636,Wuxi,Second-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,150-500,Computer Software/Hardware,Java Developer
13636,20454,Suzhou,Other First-tier city,No,Bachelor,3 years,medium,State-owned,Less than 50,E-commerce,Java Developer
6818,13636,Hangzhou,Other First-tier city,No,Bachelor,no experience,low,Private-owned,50-150,Engineering/Electronic technology,Java Developer
13636,20454,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,1000-5000,Finance,Senior software engineer
10909,13636,Nanjing,Other First-tier city,No,Bachelor,Fresh graduate,medium,Joint venture,1000-5000,Others,Software Engineer
9545,16363,Dongguan,Second-tier city,No,Bachelor,2 years,medium,Institution,500-1000,Computer services,Manager
8181,16363,Dongguan,Second-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Service,Java Developer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,1000-5000,Professional service,Java Developer
12272,21818,Chengdu,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,E-commerce,Software Engineer
13636,20454,Ningbo,Second-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer services,Java Developer
4090,5454,Guangzhou,First-tier city,No,College degree,Fresh graduate,low,Private-owned,1000-5000,Education,Java Developer
20454,27272,Guangzhou,First-tier city,No,Bachelor,3 years,medium,State-owned,5000-10000,Others,Java Developer
10909,16363,Nanjing,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Others,Software Engineer
10909,17727,Guangzhou,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer
6818,9545,Nanjing,Other First-tier city,No,Bachelor,Fresh graduate,low,Listed,50-150,Communications/Telecommunications/Network equipment,Software Engineer
4090,6136,Nanjing,Other First-tier city,No,Bachelor,Fresh graduate,low,Listed,1000-5000,Engineering/Electronic technology,Java Developer
8181,13636,Suzhou,Other First-tier city,No,Bachelor,3 years,low,New,Less than 50,Equipment,Java Developer
20454,27272,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer services,Internet Software Development Engineer
13636,17727,Guangzhou,First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
34090,81818,Shenzhen,Other First-tier city,No,College degree,3 years,medium,Private-owned,5000-10000,E-commerce,Java Developer
13636,20454,Wuxi,Second-tier city,No,College degree,5 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
9545,16363,Ningbo,Second-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
20454,27272,Hangzhou,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Others,Senior software engineer
27272,34090,Nanjing,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Medical/Biological Engineering,Senior software engineer
13636,20454,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Listed,50-150,Computer Software/Hardware,Senior software engineer
8181,10909,Third-tier city,Third-tier city,No,College degree,2 years,low,Private-owned,150-500,Engineering/Electronic technology,Software Engineer
10909,20454,Dongguan,Second-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Finance,Senior software engineer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,Others,Others
5454,9545,Third-tier city,Third-tier city,No,College degree,1 year,low,Private-owned,50-150,Computer services,Senior software engineer
34090,61363,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Finance,Senior software engineer
27272,34090,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Education,Internet Software Development Engineer
8181,10909,Foshan,Third-tier city,No,Bachelor,2 years,low,Private-owned,50-150,Computer Software/Hardware,Java Developer
10909,21818,Wuxi,Second-tier city,No,College degree,3 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
13636,20454,Guangzhou,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Gaming,Internet Software Development Engineer
20454,24545,Suzhou,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Gaming,Internet Software Development Engineer
6818,13636,Third-tier city,Third-tier city,No,College degree,2 years,low,Private-owned,50-150,Computer services,Senior software engineer
45454,56818,Suzhou,Other First-tier city,No,Bachelor,8 years,medium,Private-owned,Less than 50,Professional service,Senior software engineer
6818,13636,Guangzhou,First-tier city,No,Bachelor,Fresh graduate,low,Private-owned,1000-5000,Finance,Software Engineer
13636,20454,Foshan,Third-tier city,No,College degree,3 years,medium,Private-owned,Over 10k,Engineering/Electronic technology,Technical support/maintenance engineer
12272,21818,Hangzhou,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
9545,17727,Wenzhou,Third-tier city,No,College degree,Not Required,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
20454,34090,Nanjing,Other First-tier city,No,Bachelor,5 years,medium,Listed,1000-5000,Equipment,Internet Software Development Engineer
24545,27272,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Medical/Biological Engineering,Others
13636,27272,Suzhou,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,1000-5000,Equipment,Others
27272,47727,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Manager
10909,13636,Guangzhou,First-tier city,No,College degree,2 years,medium,Private-owned,150-500,Service,Internet Software Development Engineer
10909,19090,Zhuhai,Third-tier city,No,Bachelor,3 years,medium,Joint venture,50-150,Computer services,Senior software engineer
21818,54545,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Education,Senior software engineer
40909,68181,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Gaming,Senior software engineer
13636,21818,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Listed,500-1000,Communications/Telecommunications/Network equipment,Software Engineer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
17727,23181,Zhuhai,Third-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
9545,13636,Xuzhou,Third-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
20454,40909,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Foreign(EU & US),150-500,E-commerce,Senior software engineer
8181,9545,Guangzhou,First-tier city,No,College degree,2 years,low,Private-owned,150-500,Professional service,Software Engineer
12272,24545,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Software Engineer
9090,11363,Ningbo,Second-tier city,No,Bachelor,1 year,low,State-owned,Less than 50,Communications/Telecommunications/Network equipment,Java Developer
10909,13636,Hangzhou,Other First-tier city,No,Bachelor,1 year,medium,Joint venture,50-150,E-commerce,Internet Software Development Engineer
8181,10909,Nanjing,Other First-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Gaming,Internet Software Development Engineer
10909,13636,Wuxi,Second-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,E-commerce,Software Engineer
10909,20454,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Senior software engineer
17727,24545,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Others,Senior software engineer
6136,10909,Yangzhou,Third-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
16363,21818,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,1000-5000,Communications/Telecommunications/Network equipment,Senior software engineer
8181,10909,Nanjing,Other First-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Software Engineer
8181,10909,Nanjing,Other First-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Medical/Biological Engineering,Senior software engineer
16363,34090,Guangzhou,First-tier city,No,Bachelor,2 years,medium,Listed,150-500,Computer services,Internet Software Development Engineer
16363,21818,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Professional service,Internet Software Development Engineer
20454,27272,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,1000-5000,Education,Senior software engineer
27272,40909,Guangzhou,First-tier city,No,Bachelor,8 years,medium,Private-owned,Less than 50,Computer services,Java Developer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Medical/Biological Engineering,Software Engineer
20454,34090,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Others,Internet Software Development Engineer
13636,20454,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Software Engineer
16363,20454,Hangzhou,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Others,Software Engineer
8181,12272,Hangzhou,Other First-tier city,No,Bachelor,2 years,low,Private-owned,1000-5000,Computer Software/Hardware,Java Developer
16363,27272,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Java Developer
12272,24545,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,Foreign (except EU & US),150-500,Computer services,Senior software engineer
16363,24545,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Others,Senior software engineer
8181,10909,Guangzhou,First-tier city,No,College degree,1 year,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
10909,16363,Chengdu,Other First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Computer Software/Hardware,Java Developer
17045,22727,Hangzhou,Other First-tier city,No,Bachelor,2 years,medium,State-owned,Over 10k,Others,Software Engineer
5454,8181,Chengdu,Other First-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Education,Java Developer
20454,34090,Guangzhou,First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,E-commerce,Senior software engineer
20454,27272,Chengdu,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Computer services,Senior software engineer
9545,20454,Jiaxing,Third-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Equipment,Internet Software Development Engineer
