jobname,salary_min_BGP,salary_max_BGP,joblocation,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification,salary_grade,,,,,,,
java软件开发工程师,13636,20454,Nanjing,No,Bachelor,3 years,17045,Joint venture,Over 10k,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Hainan Province,No,Bachelor,Not Required,12272,Joint venture,Over 10k,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA开发工程师,10909,20454,Nanjing,No,Bachelor,2 years,15681,Joint venture,Over 10k,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,16363,27272,Nanjing,No,Bachelor,3 years,21817,Private-owned,Over 10k,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
资深Java开发工程师,20454,27272,Nanjing,No,Bachelor,5 years,23863,Listed,Over 10k,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
Java技术经理,27272,34090,Nanjing,No,Bachelor,5 years,30681,Foreign(EU & US),1000-5000,Communications/Telecommunications/Network equipment,Senior software engineer,high,,,,,,,
高级顾问(Java开发)-风险及控制_广州/深圳 (职位编号：49874WD),21000,21000,Guangzhou,No,Bachelor,3 years,21000,Foreign(EU & US),1000-5000,Accounting,Internet Software Development Engineer,medium,,,,,,,
1121HQ-java工程师 (职位编号：1121HQ),20454,27272,Chengdu,No,Bachelor,3 years,23863,Private-owned,1000-5000,E-commerce,Internet Software Development Engineer,medium,,,,,,,
java初级工程师（广州建行） (MJ000736),12272,16363,Guangzhou,No,Bachelor,2 years,14317,Listed,5000-10000,Computer services,Software engineer,medium,,,,,,,
Java开发工程师（南京）,10909,20454,Nanjing,No,Bachelor,2 years,15681,State-owned,1000-5000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
JAVA高级软件工程师,13636,27272,Shenzhen,No,College degree,3 years,20454,Private-owned,50-150,E-commerce,Senior software engineer,medium,,,,,,,
Java资深开发工程师（广州） (职位编号：0021),10909,16363,Guangzhou,No,Bachelor,5 years,13636,Foreign (except EU & US),50-150,Office equipment,Technical support/maintenance engineer,medium,,,,,,,
Java高级开发工程师,16363,27272,Guangzhou,No,Bachelor,3 years,21817,Private-owned,150-500,Decoration,Senior software engineer,medium,,,,,,,
Java语言开发工程师,6136,8181,Wuxi,No,College degree,1 year,7158,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,10909,16363,Suzhou,No,Bachelor,3 years,13636,Private-owned,Less than 50,Education,Software engineer,medium,,,,,,,
Java开发工程师,9545,19090,Guangzhou,No,Bachelor,2 years,14317,Private-owned,1000-5000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Nanjing,No,Bachelor,3 years,17045,Private-owned,Over 10k,Agriculture,Internet Software Development Engineer,medium,,,,,,,
Java工程师,13636,20454,Guangzhou,No,Bachelor,5 years,17045,Private-owned,150-500,Electronic technology,Software engineer,medium,,,,,,,
JAVA开发工程师 （s2b平台）,10909,27272,Hangzhou,No,Bachelor,2 years,19090,Private-owned,1000-5000,Industrial Automation,Software engineer,medium,,,,,,,
Java开发工程师,8181,13636,Dongguan,No,College degree,2 years,10908,Foreign (except EU & US),Over 10k,Clothing,Web front-end development,low,,,,,,,
Java开发工程师,8181,20454,Guangzhou,No,Bachelor,2 years,14317,Listed,Over 10k,Diversified Business Group Companies,Software engineer,medium,,,,,,,
JAVA工程师（ERP方向),10909,20454,Zhuhai,No,Bachelor,3 years,15681,Private-owned,50-150,Electronic technology,ERP development,medium,,,,,,,
Java开发实习生,2727,4090,Suzhou,Yes,Bachelor,Fresh graduate,3408,Listed,50-150,E-commerce,Software engineer,low,,,,,,,
Java开发工程师,9090,11363,Hangzhou,No,Not Required,Not Required,10226,Private-owned,Less than 50,Medical,Web front-end development,low,,,,,,,
高级JAVA开发工程师,13636,27272,Dongguan,No,Bachelor,3 years,20454,Private-owned,50-150,Electric,Senior software engineer,medium,,,,,,,
Java工程师,20454,34090,Dongguan,No,Bachelor,3 years,27272,Foreign (except EU & US),5000-10000,Clothing,System engineer,high,,,,,,,
JAVA高级开发工程师-技术支持总部（急聘）,20454,40909,Hangzhou,No,Bachelor,5 years,30681,Private-owned,1000-5000,Industrial Automation,Senior software engineer,high,,,,,,,
Java高级开发工程师（布魔方公司） (职位编号：091),13636,20454,Hangzhou,No,College degree,2 years,17045,Foreign (except EU & US),150-500,Clothing,Senior software engineer,medium,,,,,,,
Java开发工程师,11363,17045,Ningbo,No,Bachelor,3 years,14204,State-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,20454,Suzhou,No,Bachelor,3 years,15681,Foreign (except EU & US),1000-5000,Furniture,Software engineer,medium,,,,,,,
Java高级开发工程师,17727,24545,Hangzhou,No,Bachelor,3 years,21136,Private-owned,150-500,Electric,Senior software engineer,medium,,,,,,,
Java初级程序员,6818,10909,Dongguan,No,Bachelor,Fresh graduate,8863,Private-owned,1000-5000,New energy,Java Developer,low,,,,,,,
Java高级开发工程师,8181,10909,Wuxi,No,College degree,2 years,9545,Private-owned,Less than 50,Computer Software/Hardware,Java Developer,low,,,,,,,
Java中级开发工程师,13636,20454,Guangzhou,No,College degree,3 years,17045,Private-owned,150-500,Computer services,Software engineer,medium,,,,,,,
中高级Java开发工程师,13636,20454,Hangzhou,No,Bachelor,5 years,17045,State-owned,500-1000,Computer services,Software engineer,medium,,,,,,,
Java开发工程师,8181,20454,Dongguan,No,College degree,5 years,14317,Private-owned,150-500,Transportation,Java Developer,medium,,,,,,,
Java（五险+双休+带薪休假+专业培训+高温补贴） (职位编号：02),6818,16363,Ningbo,No,Bachelor,1 year,11590,Private-owned,50-150,Industrial Automation,Senior software engineer,low,,,,,,,
Java开发工程师,10909,17727,Ningbo,No,Bachelor,2 years,14318,Private-owned,500-1000,Trading,ERP development,medium,,,,,,,
Java高级开发工程师,10909,27272,Suzhou,No,Bachelor,3 years,19090,Private-owned,50-150,Computer Software/Hardware,Software engineer,medium,,,,,,,
软件设计师（Java、web前端）,13636,27272,Guangzhou,No,Bachelor,2 years,20454,State-owned,5000-10000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java开发工程师（微服务）,13636,20454,Guangzhou,No,Bachelor,3 years,17045,Private-owned,150-500,Medical,Java Developer,medium,,,,,,,
Java 开发工程师/Java 高级开发工程师,12272,24545,Guangzhou,No,Bachelor,3 years,18408,Private-owned,150-500,Biological Engineering,Internet Software Development Engineer,medium,,,,,,,
中高级JAVA工程师,16363,24545,Chengdu,No,Bachelor,5 years,20454,Listed,500-1000,Machinery/Equipment,Senior software engineer,medium,,,,,,,
Java开发工程师（晶安智慧）,6818,16363,Wuxi,No,Bachelor,2 years,11590,Listed,1000-5000,Electronic technology,Software engineer,low,,,,,,,
Java开发工程师,10909,13636,Ningbo,No,Bachelor,2 years,12272,Private-owned,1000-5000,New energy,Software engineer,medium,,,,,,,
Java开发工程师 (职位编号：01),11363,34090,Wuxi,No,College degree,2 years,22726,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java高级开发工程师,10909,27272,Hangzhou,No,Bachelor,3 years,19090,Private-owned,150-500,Industrial Automation,System architect,medium,,,,,,,
Java工程师,8181,16363,Nanjing,No,Bachelor,2 years,12272,Private-owned,500-1000,Transportation,Senior software engineer,medium,,,,,,,
软件工程师（JAVA）,13636,24545,Guangzhou,No,Bachelor,3 years,19090,Joint venture,1000-5000,Computer Software/Hardware,Software engineer,medium,,,,,,,
高级Java软件开发工程师,20454,40909,Suzhou,No,Bachelor,5 years,30681,Private-owned,150-500,Communications/Telecommunications/Network equipment,Senior software engineer,high,,,,,,,
Java开发工程师,6136,10909,Wuxi,No,Bachelor,1 year,8522,Private-owned,50-150,Industrial Automation,Software engineer,low,,,,,,,
JAVA开发工程师,20454,27272,Nanjing,No,Bachelor,3 years,23863,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA软件工程师,10909,13636,Zhongshan,No,College degree,Not Required,12272,Listed,1000-5000,Furniture,Software engineer,medium,,,,,,,
对日java开发工程师,13636,34090,Hangzhou,No,Bachelor,3 years,23863,Joint venture,500-1000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java系统工程师,10909,13636,Wuxi,No,Bachelor,3 years,12272,State-owned,1000-5000,Electronic technology,System engineer,medium,,,,,,,
Java开发工程师,13636,20454,Hangzhou,No,Bachelor,2 years,17045,Private-owned,150-500,Electronic technology,Software engineer,medium,,,,,,,
Java开发工程师,20454,68181,Dalian,No,College degree,1 year,44317,Private-owned,Less than 50,Professional service,Senior software engineer,high,,,,,,,
Java开发工程师,10909,13636,Huizhou,No,Bachelor,2 years,12272,Listed,1000-5000,Machinery/Equipment,Software engineer,medium,,,,,,,
中级Java开发工程师,13636,20454,Guangzhou,No,Bachelor,2 years,17045,Private-owned,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java软件工程师,10909,20454,Suzhou,No,College degree,3 years,15681,Private-owned,50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
java教员,10909,13636,Hangzhou,No,College degree,no experience,12272,Private-owned,150-500,Education,Lecturer/Teacher,medium,,,,,,,
Java中级开发工程师,10909,13636,Guangzhou,No,Bachelor,3 years,12272,Private-owned,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
开发工程师（JAVA),13636,27272,Huzhou,No,College degree,3 years,20454,Private-owned,Over 10k,New energy,System engineer,medium,,,,,,,
Java开发工程师,10909,17727,Guangzhou,No,Bachelor,2 years,14318,Private-owned,5000-10000,Computer services,Java Developer,medium,,,,,,,
Java开发工程师,8181,13636,Zhongshan,No,College degree,1 year,10908,Joint venture,1000-5000,Fast moving consumer goods,Software engineer,low,,,,,,,
Java开发经理,24545,40909,Chengdu,No,College degree,5 years,32727,Listed,5000-10000,Fast moving consumer goods,Senior software engineer,high,,,,,,,
Java技术总监,20454,27272,Wenzhou,No,Bachelor,5 years,23863,Private-owned,Less than 50,E-commerce,Technical Manager,medium,,,,,,,
Java开发工程师,13636,20454,Wuxi,No,Bachelor,3 years,17045,Private-owned,Less than 50,Finance,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,6818,13636,Nanjing,No,Bachelor,2 years,10227,Private-owned,150-500,Electronic technology,Software engineer,low,,,,,,,
Java高级开发工程师,13636,27272,Ningbo,No,Bachelor,2 years,20454,Private-owned,Less than 50,Entertainment,Senior software engineer,medium,,,,,,,
Java初（中）级开发工程师,8181,12272,Nanjing,No,College degree,1 year,10226,Private-owned,50-150,Computer services,Internet Software Development Engineer,low,,,,,,,
JAVA WEB开发工程师,6818,12272,Chengdu,No,Bachelor,2 years,9545,Private-owned,50-150,Computer Software/Hardware,Database Engineer / Administrator,low,,,,,,,
Java高级开发工程师,20454,27272,Foshan,No,Bachelor,3 years,23863,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
java后端工程师,6818,13636,Guangzhou,No,Bachelor,2 years,10227,Private-owned,Less than 50,Gaming,Other,low,,,,,,,
Java开发经理,20454,27272,Hangzhou,No,Bachelor,5 years,23863,Private-owned,50-150,E-commerce,Project manager,medium,,,,,,,
Java开发工程师,5454,20454,Nantong,No,College degree,1 year,12954,Foreign (except EU & US),50-150,Computer services,Senior software engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Hangzhou,No,College degree,3 years,17045,Private-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java高级开发工程师,13636,27272,Guangzhou,No,Bachelor,3 years,20454,Listed,500-1000,Banking,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,6818,10909,Guangzhou,No,Bachelor,Fresh graduate,8863,Joint venture,Over 10k,Machinery/Equipment,Software engineer,low,,,,,,,
Java高级开发工程师,27272,34090,Hangzhou,No,Bachelor,5 years,30681,Private-owned,50-150,Machinery/Equipment,Senior software engineer,high,,,,,,,
Java开发工程师,10909,13636,Zhuhai,No,Bachelor,2 years,12272,State-owned,1000-5000,Communications/Telecommunications/Network equipment,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,12272,15000,Zhongshan,No,College degree,3 years,13636,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA工程师,6818,13636,Suzhou,No,College degree,3 years,10227,Private-owned,500-1000,Machinery/Equipment,Software engineer,low,,,,,,,
Java开发实习生,6136,8181,Suzhou,Yes,College degree,Fresh graduate,7158,Private-owned,Less than 50,Industrial Automation,Sales Representative,low,,,,,,,
Java高级开发工程师,10909,13636,Wuxi,No,College degree,3 years,12272,Private-owned,Less than 50,Computer services,Senior software engineer,medium,,,,,,,
JAVA开发工程师,13636,20454,Hangzhou,No,Bachelor,3 years,17045,Private-owned,150-500,E-commerce,Senior software engineer,medium,,,,,,,
JAVA开发工程师,10909,15000,Shaoxing,No,Bachelor,1 year,12954,Listed,1000-5000,Machinery/Equipment,Software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Huzhou,No,College degree,3 years,12272,Private-owned,500-1000,Machinery/Equipment,Software engineer,medium,,,,,,,
Java开发工程师（全栈）-（国企+双休）,10909,16363,Guangzhou,No,Bachelor,1 year,13636,State-owned,Over 10k,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java开发工程师,10909,20454,Hangzhou,No,College degree,3 years,15681,Joint venture,500-1000,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
Java产品工程师,6818,12272,Guangzhou,No,College degree,2 years,9545,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,low,,,,,,,
java 软件开发工程师,9545,15000,Wuxi,No,Bachelor,3 years,12272,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,40909,Hangzhou,No,Bachelor,3 years,27272,Private-owned,Less than 50,E-commerce,Senior Internet Software Development Engineer,high,,,,,,,
Java开发工程师,16363,21818,Guangzhou,No,College degree,3 years,19090,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,10909,16363,Nanjing,No,Bachelor,3 years,13636,Private-owned,150-500,Accounting,Software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Chengdu,No,Bachelor,5 years,17045,Private-owned,50-150,E-commerce,Senior software engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Chengdu,No,College degree,5 years,17045,New,Less than 50,Computer services,Senior software engineer,medium,,,,,,,
JAVA程序员,6818,8181,Dongguan,No,Bachelor,2 years,7499,Private-owned,150-500,E-commerce,Software engineer,low,,,,,,,
JAVA开发（珠江投资大厦）,12272,16363,Guangzhou,No,College degree,2 years,14317,Private-owned,150-500,E-commerce,Java Developer,medium,,,,,,,
高级Java开发工程师,13636,20454,Suzhou,No,Bachelor,3 years,17045,Private-owned,150-500,Computer services,Senior software engineer,medium,,,,,,,
后端JAVA开发工程师,13636,20454,Hangzhou,No,College degree,5 years,17045,Private-owned,150-500,Electronic technology,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,16363,Chengdu,No,College degree,3 years,14999,Private-owned,150-500,Finance,Software engineer,medium,,,,,,,
